32.2956076,-64.7827048,146.62,Hamilton,,BM
47.5581077,7.5878261,121.21,Basel,,CH
47.1679898,8.5173652,120.59,Zug,,CH
47.3744489,8.5410422,119.42,Zurich,,CH
46.5218269,6.6327025,118.1,Lausanne,,CH
46.9482713,7.4514512,117.37,Bern,,CH
46.2017559,6.1466014,105.23,Geneva,,CH
34.4221319,-119.7026673,103.49,Santa Barbara,CA,US
21.304547,-157.855676,101.41,Honolulu,HI,US
40.7127281,-74.0060152,100,New York,NY,US
25.0783456,-77.3383331,96.05,Nassau,,BS
37.8044557,-122.2713563,92.25,Oakland,CA,US
64.145981,-21.9422367,91.73,Reykjavik,,IS
33.8959203,35.47843,90.36,Beirut,,LB
47.6038321,-122.3300624,89.59,Seattle,WA,US
49.1856637,-2.1102277,85.15,Saint Helier,,JE
38.8950368,-77.0365427,84.96,Washington,DC,US
32.0852997,34.7818064,84.35,Tel Aviv-Yafo,,IL
69.651648,18.9558186,83.88,Tromso,,NO
32.0686867,34.8246812,83.51,Ramat Gan,,IL
38.5810606,-121.493895,82.13,Sacramento,CA,US
40.4416941,-79.9900861,81.13,Pittsburgh,PA,US
37.3541132,-121.955174,80.89,Santa Clara,CA,US
37.3361905,-121.890583,79.77,San Jose,CA,US
32.7174202,-117.1627728,79.5,San Diego,CA,US
45.5202471,-122.6741949,79.32,Portland,OR,US
25.7741728,-80.19362,79.32,Miami,FL,US
36.1622767,-86.7742984,79.11,Nashville,TN,US
55.6867243,12.5700724,78.37,Copenhagen,,DK
33.0136764,-96.6925096,77.67,Plano,TX,US
55.3997225,10.3852104,77.66,Odense,,DK
44.9497487,-93.0931028,77.57,Saint Paul,MN,US
41.8755616,-87.6244212,77.57,Chicago,IL,US
-36.852095,174.7631803,77.53,Auckland,,NZ
49.6112768,6.129799,77.5,Luxembourg,,LU
56.1496278,10.2134046,76.91,Arhus,,DK
29.9499323,-90.0701156,76.88,New Orleans,LA,US
37.5666791,126.9782914,76.79,Seoul,,KR
34.0536909,-118.242766,76.72,Los Angeles,CA,US
49.163877,-123.938122,76.41,Nanaimo,BC,CA
-27.4689682,153.0234991,75.89,Brisbane,,AU
47.561701,-52.715149,75.49,St. John's,Newfoundland and Labrador,CA
60.2047672,24.6568435,75.29,Espoo,,FI
35.6828387,139.7594549,74.93,Tokyo,,JP
39.2908816,-76.610759,74.88,Baltimore,MD,US
38.8339578,-104.8253485,74.65,Colorado Springs,CO,US
27.9477595,-82.458444,74.52,Tampa,FL,US
32.7762719,-96.7968559,74.37,Dallas,TX,US
44.9772995,-93.2654692,74.34,Minneapolis,MN,US
26.1223084,-80.1433786,73.93,Fort Lauderdale,FL,US
51.0460954,-114.065465,73.81,Calgary,,CA
33.4484367,-112.0741417,73.44,Phoenix,AZ,US
43.5460516,-80.2493276,73.33,Guelph,,CA
57.0462626,9.9215263,73.04,Aalborg,,DK
39.5261206,-119.8126581,72.99,Reno,NV,US
53.3497645,-6.2602732,72.27,Dublin,,IE
-41.2887953,174.7772114,72.25,Wellington,,NZ
41.5051613,-81.6934446,72.18,Cleveland,OH,US
53.535411,-113.507996,72.16,Edmonton,,CA
44.648618,-63.5859487,72.15,Halifax,,CA
32.753177,-97.3327459,71.9,Fort Worth,TX,US
30.3321838,-81.655651,71.9,Jacksonville,FL,US
47.6571934,-117.4235106,71.69,Spokane,WA,US
35.8989818,14.5136759,71.62,Valletta,,MT
45.4211435,-75.6900574,71.18,Ottawa,,CA
43.8563707,-79.3376825,71.03,Markham,,CA
39.9622601,-83.0007065,70.8,Columbus,OH,US
35.2272086,-80.8430827,70.79,Charlotte,NC,US
41.083064,-81.518485,70.62,Akron,OH,US
-37.7878809,175.281788,70.45,Hamilton,,NZ
-28.0023731,153.4145987,70.34,Gold Coast,,AU
-35.2975906,149.1012676,70.08,Canberra,,AU
48.1371079,11.5753822,70.06,Munich,,DE
42.2681569,-83.7312291,70,Ann Arbor,MI,US
28.5421109,-81.3790304,69.95,Orlando,FL,US
43.5896231,-79.6443879,69.91,Mississauga,,CA
45.5031824,-73.5698065,69.84,Montreal,,CA
29.6519684,-82.3249846,69.81,Gainesville,FL,US
43.074761,-89.3837613,69.56,Madison,WI,US
43.6166163,-116.200886,69.47,Boise,ID,US
30.2711286,-97.7436995,69.45,Austin,TX,US
52.131802,-106.660767,69.44,Saskatoon,,CA
49.8879177,-119.4959025,69.27,Kelowna,,CA
49.1913033,-122.8491439,69.05,Surrey,,CA
42.9836747,-81.2496068,69.03,London,,CA
-43.530955,172.6366455,68.84,Christchurch,,NZ
51.456659,-0.9696512,68.76,Reading,,GB
49.8955367,-97.1384584,68.3,Winnipeg,,CA
60.4517531,22.2670522,68.1,Turku,,FI
42.6511674,-73.754968,67.88,Albany,NY,US
43.6858146,-79.7599337,67.72,Brampton,,CA
50.735851,7.10066,67.59,Bonn,,DE
39.1014537,-84.5124602,67.09,Cincinnati,OH,US
32.2228765,-110.9748477,66.83,Tucson,AZ,US
29.7589382,-95.3676974,66.8,Houston,TX,US
43.0349931,-87.922497,66.74,Milwaukee,WI,US
40.7596198,-111.8867975,66.49,Salt Lake City,UT,US
38.2542376,-85.759407,66.14,Louisville,KY,US
51.897077,-8.4654674,66.11,Cork,,IE
47.0708678,15.4382786,65.99,Graz,,AT
46.8137431,-71.2084061,65.57,Quebec City,,CA
53.4794892,-2.2451148,65.42,Manchester,,GB
53.4071991,-2.99168,65.41,Liverpool,,GB
35.7803977,-78.6390989,65.37,Raleigh,NC,US
33.4151117,-111.8314792,65.14,Mesa,AZ,US
50.44876,-104.61731,65.11,Regina,,CA
35.4729886,-97.5170536,65.05,Oklahoma City,OK,US
39.100105,-94.5781416,65.02,Kansas City,MO,US
52.0191005,8.531007,64.9,Bielefeld,,DE
35.0841034,-106.650985,64.69,Albuquerque,NM,US
51.4538022,-2.5972985,64.57,Bristol,,GB
50.7194784,-1.8767712,64.14,Bournemouth,,GB
36.1556805,-95.9929113,64.1,Tulsa,OK,US
35.9127609,14.5020708,63.93,Sliema,,MT
51.5142273,7.4652789,63.85,Dortmund,,DE
44.8013678,10.3280833,63.76,Parma,,IT
43.7698712,11.2555757,63.7,Florence,,IT
44.40726,8.9338624,63.68,Genoa,,IT
50.3712659,-4.1425658,63.42,Plymouth,,GB
57.7072326,11.9670171,63.39,Gothenburg,,SE
25.2653471,55.2924914,63.22,Dubai,,AE
35.9603948,-83.9210261,62.89,Knoxville,TN,US
48.7784485,9.1800132,62.79,Stuttgart,,DE
54.596391,-5.9301829,62.67,Belfast,,GB
55.8609825,-4.2488787,62.5,Glasgow,,GB
49.4892913,8.4673098,62.47,Mannheim,,DE
55.9533456,-3.1883749,62.4,Edinburgh,,GB
45.6944947,9.6698727,62.31,Bergamo,,IT
48.2083537,16.3725042,62.18,Vienna,,AT
50.938361,6.959974,62.09,Cologne,,DE
29.4246002,-98.4951405,61.86,San Antonio,TX,US
35.1490215,-90.0516285,61.84,Memphis,TN,US
51.4816546,-3.1791934,61.7,Cardiff,,GB
61.4980214,23.7603118,61.43,Tampere,,FI
51.2254018,6.7763137,61.36,Dusseldorf,,DE
41.8933203,12.4829321,61.24,Rome,,IT
37.6922361,-97.3375448,61.01,Wichita,KS,US
25.2856329,51.5264162,60.47,Doha,,QA
31.9030543,35.1952255,60.36,Ramallah,,PS
57.1482429,-2.0928095,59.98,Aberdeen,,GB
25.0375198,121.5636796,59.96,Taipei,,TW
52.628606,1.29227,59.95,Norwich,,GB
45.4384958,10.9924122,59.86,Verona,,IT
54.9738474,-1.6131572,59.82,Newcastle upon Tyne,,GB
52.4081812,-1.510477,59.77,Coventry,,GB
50.7255794,-3.5269497,59.45,Exeter,,GB
34.9236095,33.6236184,59.25,Larnaca,,CY
47.9960901,7.8494005,59.22,Freiburg im Breisgau,,DE
45.6658505,12.2455414,59.18,Treviso,,IT
50.9025349,-1.404189,59.03,Southampton,,GB
52.4796992,-1.9026911,58.95,Birmingham,,GB
51.3406321,12.3747329,58.1,Leipzig,,DE
-34.9058916,-56.1913095,57.87,Montevideo,,UY
49.453872,11.077298,57.52,Nuremberg,,DE
45.0677551,7.6824892,57.51,Turin,,IT
56.4605938,-2.97019,56.67,Dundee,,GB
51.0493286,13.7381437,56.38,Dresden,,DE
50.776351,6.083862,56.37,Aachen,,DE
10.6572678,-61.5180173,56.28,Port of Spain,,TT
24.4538352,54.3774014,55.97,Abu Dhabi,,AE
37.9839412,23.7283052,55.94,Athens,,GR
41.3828939,2.1774322,55.68,Barcelona,,ES
52.6361398,-1.1330789,55.45,Leicester,,GB
59.938732,30.316229,55.35,Saint Petersburg,,RU
23.135305,-82.3589631,54.49,Havana,,CU
17.9712148,-76.7928128,54.34,Kingston,,JM
24.638916,46.7160104,53.98,Riyadh,,SA
53.7435722,-0.3394758,53.87,Kingston upon Hull,,GB
21.5810088,39.1653612,53.76,Jeddah (Jiddah),,SA
40.6403167,22.9352716,53.53,Thessaloniki,,GR
